InvoiceNo,StockCode,Description,Category,Subcategory,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV-100448,ELEC-004,Bluetooth Speaker,Electronics,Audio,40,2023-12-18 00:00:00,75.19,CUST-0010,Netherlands
INV-100449,SPORT-001,Yoga Mat,Sports,Fitness,42,2025-04-08 00:00:00,22.94,CUST-0046,Spain
INV-100450,HOME-001,Coffee Maker,Home & Garden,Kitchen,38,2025-07-22 00:00:00,64.53,CUST-0084,Italy
INV-100451,CLOTH-002,Jeans Classic,Clothing,Bottoms,18,2025-02-15 00:00:00,47.45,CUST-0068,Spain
INV-100452,SPORT-002,Running Shoes,Sports,Footwear,45,2024-04-05 00:00:00,83.32,CUST-0063,Italy
INV-100453,ELEC-002,Wireless Mouse,Electronics,Accessories,13,2023-09-27 00:00:00,32.14,CUST-0005,UK
INV-100454,CLOTH-003,Winter Jacket,Clothing,Outerwear,6,2023-10-08 00:00:00,121.03,CUST-0047,Netherlands
INV-100455,ELEC-004,Bluetooth Speaker,Electronics,Audio,16,2024-07-24 00:00:00,87.58,CUST-0018,Netherlands
INV-100456,ELEC-002,Wireless Mouse,Electronics,Accessories,32,2024-03-24 00:00:00,32.03,CUST-0075,Italy
INV-100457,CLOTH-003,Winter Jacket,Clothing,Outerwear,46,2024-06-03 00:00:00,121.34,CUST-0041,Italy
INV-100458,BOOK-001,Python Programming,Books,Technology,24,2023-11-09 00:00:00,39.96,CUST-0072,Portugal
INV-100459,CLOTH-002,Jeans Classic,Clothing,Bottoms,29,2024-12-21 00:00:00,54.02,CUST-0098,Spain
INV-100460,SPORT-001,Yoga Mat,Sports,Fitness,37,2024-10-28 00:00:00,26.39,CUST-0091,Switzerland
INV-100461,SPORT-001,Yoga Mat,Sports,Fitness,26,2024-03-13 00:00:00,24.54,CUST-0024,France
INV-100462,ELEC-003,USB-C Cable,Electronics,Accessories,31,2025-05-30 00:00:00,13.88,CUST-0090,UK
INV-100463,HOME-002,Desk Lamp,Home & Garden,Lighting,22,2024-02-12 00:00:00,36.53,CUST-0044,Spain
INV-100464,HOME-002,Desk Lamp,Home & Garden,Lighting,5,2023-08-15 00:00:00,35.2,CUST-0037,Austria
INV-100465,ELEC-001,"Laptop Pro 15""",Electronics,Computers,35,2025-08-03 00:00:00,916.13,CUST-0019,Netherlands
INV-100466,ELEC-002,Wireless Mouse,Electronics,Accessories,4,2023-08-15 00:00:00,27.72,CUST-0038,France
INV-100467,ELEC-001,"Laptop Pro 15""",Electronics,Computers,38,2024-12-18 00:00:00,0.0,CUST-0058,Netherlands
INV-100468,BOOK-001,Python Programming,Books,Technology,38,2025-01-18 00:00:00,40.22,CUST-0025,Netherlands
INV-100469,ELEC-001,"Laptop Pro 15""",Electronics,Computers,35,2025-02-19 00:00:00,824.48,CUST-0073,Germany
INV-100470,BOOK-001,Python Programming,Books,Technology,35,2025-07-19 00:00:00,37.43,CUST-0040,Germany
INV-100471,CLOTH-002,Jeans Classic,Clothing,Bottoms,2,2024-03-14 00:00:00,47.19,CUST-0100,Portugal
INV-100472,SPORT-002,Running Shoes,Sports,Footwear,21,2023-12-08 00:00:00,96.18,CUST-0016,France
INV-100473,HOME-002,Desk Lamp,Home & Garden,Lighting,31,2024-01-16 00:00:00,35.53,CUST-0024,Netherlands
INV-100474,CLOTH-002,Jeans Classic,Clothing,Bottoms,9,2025-08-09 00:00:00,50.89,CUST-0029,Germany
INV-100475,CLOTH-001,Cotton T-Shirt,Clothing,Tops,31,2023-08-26 00:00:00,20.67,CUST-0043,UK
INV-100476,CLOTH-003,Winter Jacket,Clothing,Outerwear,6,2025-02-03 00:00:00,126.76,CUST-0025,Germany
INV-100477,BOOK-001,Python Programming,Books,Technology,23,2025-03-19 00:00:00,36.3,CUST-0030,Austria
INV-100478,CLOTH-003,Winter Jacket,Clothing,Outerwear,50,2024-11-28 00:00:00,136.46,CUST-0072,Portugal
INV-100479,ELEC-004,Bluetooth Speaker,Electronics,Audio,29,2023-12-06 00:00:00,81.94,CUST-0046,Belgium
INV-100480,CLOTH-003,Winter Jacket,Clothing,Outerwear,28,2025-07-11 00:00:00,126.03,CUST-0024,Netherlands
INV-100481,CLOTH-001,Cotton T-Shirt,Clothing,Tops,10,2025-02-07 00:00:00,18.11,CUST-0079,Portugal
INV-100482,CLOTH-002,Jeans Classic,Clothing,Bottoms,31,2025-01-31 00:00:00,50.94,CUST-0023,Italy
INV-100483,HOME-002,Desk Lamp,Home & Garden,Lighting,10,2025-02-22 00:00:00,34.74,CUST-0073,Germany
INV-100484,CLOTH-003,Winter Jacket,Clothing,Outerwear,28,2024-07-26 00:00:00,139.18,CUST-0015,Portugal
INV-100485,CLOTH-001,Cotton T-Shirt,Clothing,Tops,49,2024-12-10 00:00:00,19.1,CUST-0055,UK
INV-100486,CLOTH-002,Jeans Classic,Clothing,Bottoms,35,2024-11-27 00:00:00,45.86,CUST-0082,Switzerland
INV-100487,ELEC-002,Wireless Mouse,Electronics,Accessories,17,2024-09-28 00:00:00,27.46,CUST-0041,Netherlands
INV-100488,HOME-002,Desk Lamp,Home & Garden,Lighting,27,2024-01-29 00:00:00,33.3,CUST-0095,Germany
INV-100489,CLOTH-002,Jeans Classic,Clothing,Bottoms,13,2025-05-20 00:00:00,50.38,CUST-0017,Belgium
INV-100490,ELEC-001,"Laptop Pro 15""",Electronics,Computers,4,2023-11-04 00:00:00,970.48,CUST-0060,Italy
INV-100491,ELEC-001,"Laptop Pro 15""",Electronics,Computers,13,2024-01-16 00:00:00,886.76,CUST-0086,UK
INV-100492,CLOTH-003,Winter Jacket,Clothing,Outerwear,47,2023-10-25 00:00:00,118.27,CUST-0098,Netherlands
INV-100493,ELEC-003,USB-C Cable,Electronics,Accessories,38,2024-05-20 00:00:00,13.1,CUST-0006,Austria
INV-100494,BOOK-001,Python Programming,Books,Technology,50,2025-05-02 00:00:00,39.29,CUST-0083,Germany
INV-100495,ELEC-001,"Laptop Pro 15""",Electronics,Computers,27,2023-11-22 00:00:00,818.99,CUST-0001,Netherlands
INV-100496,CLOTH-001,Cotton T-Shirt,Clothing,Tops,29,2025-08-10 00:00:00,20.26,CUST-0052,Switzerland
INV-100497,CLOTH-003,Winter Jacket,Clothing,Outerwear,23,2024-10-12 00:00:00,128.35,CUST-0092,Spain
INV-100498,ELEC-004,Bluetooth Speaker,Electronics,Audio,10,2023-09-22 00:00:00,82.23,CUST-0022,Italy
INV-100499,ELEC-001,"Laptop Pro 15""",Electronics,Computers,42,2023-12-25 00:00:00,909.95,CUST-0055,Switzerland
INV-100500,ELEC-004,Bluetooth Speaker,Electronics,Audio,10,2024-10-14 00:00:00,86.68,CUST-0049,Austria
INV-100501,ELEC-004,Bluetooth Speaker,Electronics,Audio,19,2024-02-07 00:00:00,87.05,CUST-0065,Austria
INV-100502,HOME-002,Desk Lamp,Home & Garden,Lighting,1,2024-09-14 00:00:00,34.71,CUST-0011,Italy
INV-100503,CLOTH-001,Cotton T-Shirt,Clothing,Tops,48,2024-10-20 00:00:00,21.06,CUST-0010,Portugal
INV-100504,ELEC-002,Wireless Mouse,Electronics,Accessories,21,2024-09-14 00:00:00,32.4,CUST-0039,Switzerland
INV-100505,SPORT-001,Yoga Mat,Sports,Fitness,15,2025-07-12 00:00:00,26.47,CUST-0011,Switzerland
INV-100506,BOOK-001,Python Programming,Books,Technology,10,2024-08-15 00:00:00,36.33,CUST-0013,Belgium
INV-100507,CLOTH-003,Winter Jacket,Clothing,Outerwear,25,2024-03-05 00:00:00,131.06,CUST-0083,Spain
INV-100508,CLOTH-003,Winter Jacket,Clothing,Outerwear,8,2025-03-18 00:00:00,127.56,CUST-0079,Switzerland
INV-100509,HOME-001,Coffee Maker,Home & Garden,Kitchen,7,2023-12-12 00:00:00,61.81,CUST-0091,Germany
INV-100510,BOOK-001,Python Programming,Books,Technology,15,2025-07-16 00:00:00,43.12,CUST-0031,Austria
INV-100511,HOME-001,Coffee Maker,Home & Garden,Kitchen,38,2024-12-16 00:00:00,59.36,CUST-0097,UK
INV-100512,ELEC-004,Bluetooth Speaker,Electronics,Audio,44,2024-03-07 00:00:00,81.21,CUST-0066,France
INV-100513,SPORT-002,Running Shoes,Sports,Footwear,29,2024-11-12 00:00:00,93.2,CUST-0043,France
INV-100514,CLOTH-002,Jeans Classic,Clothing,Bottoms,7,2024-01-03 00:00:00,46.08,CUST-0099,France
INV-100515,ELEC-004,Bluetooth Speaker,Electronics,Audio,32,2024-06-26 00:00:00,75.22,CUST-0066,Italy
INV-100516,ELEC-001,"Laptop Pro 15""",Electronics,Computers,28,2024-11-08 00:00:00,890.24,CUST-0011,UK
INV-100517,HOME-002,Desk Lamp,Home & Garden,Lighting,6,2023-08-14 00:00:00,32.79,CUST-0080,Spain
INV-100518,ELEC-003,USB-C Cable,Electronics,Accessories,22,2025-05-24 00:00:00,13.66,CUST-0078,Spain
INV-100519,HOME-002,Desk Lamp,Home & Garden,Lighting,28,2024-05-28 00:00:00,37.35,CUST-0092,Portugal
INV-100520,BOOK-001,Python Programming,Books,Technology,9,2023-11-07 00:00:00,42.3,CUST-0081,Portugal
INV-100521,SPORT-001,Yoga Mat,Sports,Fitness,38,2024-03-21 00:00:00,24.55,CUST-0073,UK
INV-100522,CLOTH-003,Winter Jacket,Clothing,Outerwear,33,2023-11-08 00:00:00,140.59,CUST-0010,Italy
INV-100523,ELEC-003,USB-C Cable,Electronics,Accessories,31,2025-08-09 00:00:00,13.92,CUST-0071,Netherlands
INV-100524,ELEC-001,"Laptop Pro 15""",Electronics,Computers,21,2023-12-24 00:00:00,930.62,CUST-0006,UK
INV-100525,CLOTH-003,Winter Jacket,Clothing,Outerwear,23,2025-04-29 00:00:00,122.99,CUST-0052,Austria
INV-100526,SPORT-001,Yoga Mat,Sports,Fitness,2,2023-10-04 00:00:00,24.95,CUST-0024,Germany
INV-100527,SPORT-001,Yoga Mat,Sports,Fitness,37,2023-11-27 00:00:00,22.97,CUST-0044,Italy
INV-100528,HOME-001,Coffee Maker,Home & Garden,Kitchen,34,2023-10-20 00:00:00,59.56,CUST-0007,Germany
INV-100529,HOME-002,Desk Lamp,Home & Garden,Lighting,8,2024-08-19 00:00:00,33.86,CUST-0079,Germany
INV-100530,SPORT-001,Yoga Mat,Sports,Fitness,37,2024-03-24 00:00:00,25.85,CUST-0008,Germany
INV-100531,CLOTH-001,Cotton T-Shirt,Clothing,Tops,38,2025-01-24 00:00:00,19.43,CUST-0033,Spain
INV-100532,HOME-001,Coffee Maker,Home & Garden,Kitchen,40,2024-06-09 00:00:00,56.01,CUST-0072,Italy
INV-100533,CLOTH-001,Cotton T-Shirt,Clothing,Tops,3,2024-01-28 00:00:00,18.46,CUST-0002,Austria
INV-100534,ELEC-001,"Laptop Pro 15""",Electronics,Computers,49,2024-05-09 00:00:00,957.27,CUST-0057,Portugal
INV-100535,BOOK-001,Python Programming,Books,Technology,40,2025-02-09 00:00:00,37.64,CUST-0068,Austria
INV-100536,BOOK-001,Python Programming,Books,Technology,45,2024-02-03 00:00:00,43.71,CUST-0040,Netherlands
INV-100537,ELEC-003,USB-C Cable,Electronics,Accessories,9,2023-11-17 00:00:00,13.68,CUST-0070,Germany
INV-100538,CLOTH-003,Winter Jacket,Clothing,Outerwear,9,2023-10-29 00:00:00,121.22,CUST-0006,Italy
INV-100539,CLOTH-003,Winter Jacket,Clothing,Outerwear,27,2023-09-10 00:00:00,123.58,CUST-0080,France
INV-100540,ELEC-001,"Laptop Pro 15""",Electronics,Computers,37,2025-07-01 00:00:00,936.54,CUST-0025,UK
INV-100541,ELEC-003,USB-C Cable,Electronics,Accessories,17,2024-09-21 00:00:00,11.97,CUST-0072,Netherlands
INV-100542,ELEC-003,USB-C Cable,Electronics,Accessories,12,2024-05-02 00:00:00,13.88,CUST-0043,Austria
INV-100543,CLOTH-003,Winter Jacket,Clothing,Outerwear,36,2025-04-08 00:00:00,122.41,CUST-0043,Belgium
INV-100544,HOME-002,Desk Lamp,Home & Garden,Lighting,15,2024-12-12 00:00:00,36.23,CUST-0076,Germany
INV-100545,BOOK-001,Python Programming,Books,Technology,23,2024-03-06 00:00:00,36.09,CUST-0043,Portugal
INV-100546,SPORT-002,Running Shoes,Sports,Footwear,39,2024-02-13 00:00:00,81.93,CUST-0091,Spain
INV-100547,HOME-001,Coffee Maker,Home & Garden,Kitchen,18,2024-02-29 00:00:00,56.5,CUST-0060,Switzerland
INV-100548,CLOTH-002,Jeans Classic,Clothing,Bottoms,20,2025-06-17 00:00:00,45.81,CUST-0029,Switzerland
INV-100549,ELEC-004,Bluetooth Speaker,Electronics,Audio,9,2024-01-22 00:00:00,72.31,CUST-0050,Austria
INV-100550,SPORT-002,Running Shoes,Sports,Footwear,22,2025-03-13 00:00:00,89.51,CUST-0001,Netherlands
INV-100551,HOME-002,Desk Lamp,Home & Garden,Lighting,8,2024-06-11 00:00:00,0.0,CUST-0039,Austria
INV-100552,ELEC-001,"Laptop Pro 15""",Electronics,Computers,2,2025-07-24 00:00:00,813.53,CUST-0039,Austria
INV-100553,CLOTH-003,Winter Jacket,Clothing,Outerwear,23,2023-11-29 00:00:00,135.95,CUST-0030,Netherlands
INV-100554,HOME-002,Desk Lamp,Home & Garden,Lighting,4,2024-01-19 00:00:00,35.48,CUST-0053,Germany
INV-100555,SPORT-002,Running Shoes,Sports,Footwear,50,2025-07-23 00:00:00,88.48,CUST-0042,Germany
INV-100556,ELEC-004,Bluetooth Speaker,Electronics,Audio,8,2024-02-05 00:00:00,87.75,CUST-0015,Belgium
INV-100557,CLOTH-002,Jeans Classic,Clothing,Bottoms,26,2024-11-02 00:00:00,52.56,CUST-0013,France
INV-100558,ELEC-002,Wireless Mouse,Electronics,Accessories,9,2025-06-17 00:00:00,29.11,CUST-0044,UK
INV-100559,SPORT-001,Yoga Mat,Sports,Fitness,2,2024-11-27 00:00:00,27.04,CUST-0096,Germany
INV-100560,SPORT-002,Running Shoes,Sports,Footwear,9,2024-06-04 00:00:00,87.08,CUST-0100,Belgium
INV-100561,CLOTH-003,Winter Jacket,Clothing,Outerwear,11,2024-10-09 00:00:00,126.98,CUST-0017,France
INV-100562,ELEC-001,"Laptop Pro 15""",Electronics,Computers,6,2025-03-14 00:00:00,856.14,CUST-0071,Italy
INV-100563,SPORT-001,Yoga Mat,Sports,Fitness,26,2024-04-21 00:00:00,25.23,CUST-0038,Belgium
INV-100564,CLOTH-002,Jeans Classic,Clothing,Bottoms,26,2025-04-18 00:00:00,54.64,CUST-0068,Italy
INV-100565,HOME-001,Coffee Maker,Home & Garden,Kitchen,29,2023-12-01 00:00:00,59.43,CUST-0056,UK
INV-100566,ELEC-004,Bluetooth Speaker,Electronics,Audio,2,2023-10-31 00:00:00,74.05,CUST-0065,UK
INV-100567,CLOTH-002,Jeans Classic,Clothing,Bottoms,12,2024-10-07 00:00:00,54.73,CUST-0055,Switzerland
INV-100568,CLOTH-001,Cotton T-Shirt,Clothing,Tops,13,2025-04-01 00:00:00,19.19,CUST-0045,Netherlands
INV-100569,ELEC-004,Bluetooth Speaker,Electronics,Audio,29,2024-06-01 00:00:00,78.29,CUST-0099,Austria
INV-100570,HOME-002,Desk Lamp,Home & Garden,Lighting,31,2024-03-17 00:00:00,33.55,CUST-0005,Germany
INV-100571,ELEC-004,Bluetooth Speaker,Electronics,Audio,7,2023-11-19 00:00:00,72.96,CUST-0049,Germany
INV-100572,ELEC-002,Wireless Mouse,Electronics,Accessories,47,2024-07-26 00:00:00,30.32,CUST-0077,Switzerland
INV-100573,ELEC-004,Bluetooth Speaker,Electronics,Audio,40,2025-08-08 00:00:00,82.31,CUST-0008,Germany
INV-100574,HOME-002,Desk Lamp,Home & Garden,Lighting,25,2023-11-27 00:00:00,33.6,CUST-0034,Netherlands
INV-100575,CLOTH-003,Winter Jacket,Clothing,Outerwear,18,2023-10-31 00:00:00,120.3,CUST-0043,Spain
INV-100576,ELEC-003,USB-C Cable,Electronics,Accessories,27,2023-09-17 00:00:00,12.5,CUST-0067,Belgium
INV-100577,HOME-001,Coffee Maker,Home & Garden,Kitchen,24,2024-06-18 00:00:00,56.79,CUST-0067,Italy
INV-100578,ELEC-003,USB-C Cable,Electronics,Accessories,5,2024-04-22 00:00:00,13.29,CUST-0097,Netherlands
INV-100579,BOOK-001,Python Programming,Books,Technology,4,2025-06-23 00:00:00,39.0,CUST-0047,France
INV-100580,SPORT-002,Running Shoes,Sports,Footwear,18,2023-10-07 00:00:00,86.15,CUST-0042,Belgium
INV-100581,SPORT-001,Yoga Mat,Sports,Fitness,17,2023-12-21 00:00:00,27.46,CUST-0097,France
INV-100582,ELEC-003,USB-C Cable,Electronics,Accessories,14,2025-07-13 00:00:00,13.93,CUST-0024,UK
INV-100583,ELEC-002,Wireless Mouse,Electronics,Accessories,14,2024-12-30 00:00:00,28.17,CUST-0013,Belgium
INV-100584,SPORT-001,Yoga Mat,Sports,Fitness,26,2025-05-14 00:00:00,23.74,CUST-0063,UK
INV-100585,ELEC-003,USB-C Cable,Electronics,Accessories,32,2023-08-27 00:00:00,13.84,CUST-0056,Belgium
INV-100586,ELEC-002,Wireless Mouse,Electronics,Accessories,28,2023-12-05 00:00:00,31.17,CUST-0029,France
INV-100587,CLOTH-002,Jeans Classic,Clothing,Bottoms,15,2025-03-23 00:00:00,50.09,CUST-0048,Austria
INV-100588,HOME-002,Desk Lamp,Home & Garden,Lighting,22,2024-11-22 00:00:00,32.29,CUST-0064,Switzerland
INV-100589,HOME-002,Desk Lamp,Home & Garden,Lighting,11,2024-08-25 00:00:00,33.22,CUST-0007,France
INV-100590,ELEC-001,"Laptop Pro 15""",Electronics,Computers,38,2024-04-27 00:00:00,953.05,CUST-0075,Belgium
INV-100591,ELEC-001,"Laptop Pro 15""",Electronics,Computers,19,2023-10-29 00:00:00,948.98,CUST-0020,Portugal
INV-100592,CLOTH-002,Jeans Classic,Clothing,Bottoms,4,2023-09-17 00:00:00,51.69,CUST-0097,Netherlands
INV-100593,SPORT-001,Yoga Mat,Sports,Fitness,46,2025-03-04 00:00:00,26.18,CUST-0002,Italy
INV-100594,HOME-002,Desk Lamp,Home & Garden,Lighting,26,2024-09-10 00:00:00,32.89,CUST-0022,Netherlands
INV-100595,ELEC-002,Wireless Mouse,Electronics,Accessories,31,2024-07-25 00:00:00,30.81,CUST-0054,France
INV-100596,ELEC-001,"Laptop Pro 15""",Electronics,Computers,1,2025-01-27 00:00:00,980.35,CUST-0100,Switzerland
INV-100597,SPORT-001,Yoga Mat,Sports,Fitness,49,2024-07-04 00:00:00,23.19,CUST-0011,Portugal
INV-100598,HOME-001,Coffee Maker,Home & Garden,Kitchen,34,2025-08-03 00:00:00,65.98,CUST-0081,France
INV-100599,CLOTH-001,Cotton T-Shirt,Clothing,Tops,43,2024-06-05 00:00:00,21.48,CUST-0087,Austria
INV-100600,CLOTH-003,Winter Jacket,Clothing,Outerwear,48,2024-06-25 00:00:00,136.15,CUST-0017,Portugal
INV-100601,ELEC-002,Wireless Mouse,Electronics,Accessories,9,2025-02-27 00:00:00,29.11,CUST-0039,Italy
INV-100602,ELEC-001,"Laptop Pro 15""",Electronics,Computers,38,2024-09-17 00:00:00,988.34,CUST-0095,France
INV-100603,SPORT-001,Yoga Mat,Sports,Fitness,44,2024-09-12 00:00:00,27.15,CUST-0056,Austria
INV-100604,CLOTH-001,Cotton T-Shirt,Clothing,Tops,22,2024-12-22 00:00:00,19.39,CUST-0051,Germany
INV-100605,BOOK-001,Python Programming,Books,Technology,47,2023-10-09 00:00:00,39.63,CUST-0002,Portugal
INV-100606,CLOTH-003,Winter Jacket,Clothing,Outerwear,41,2024-07-25 00:00:00,117.08,CUST-0061,Spain
INV-100607,CLOTH-002,Jeans Classic,Clothing,Bottoms,43,2025-08-12 00:00:00,49.04,CUST-0034,Germany
INV-100608,ELEC-003,USB-C Cable,Electronics,Accessories,8,2025-04-08 00:00:00,13.38,CUST-0040,Austria
INV-100609,ELEC-004,Bluetooth Speaker,Electronics,Audio,12,2023-12-28 00:00:00,87.05,CUST-0031,Germany
INV-100610,CLOTH-003,Winter Jacket,Clothing,Outerwear,42,2025-02-18 00:00:00,118.94,CUST-0045,Portugal
INV-100611,CLOTH-003,Winter Jacket,Clothing,Outerwear,38,2024-02-14 00:00:00,123.29,CUST-0098,Belgium
INV-100612,ELEC-003,USB-C Cable,Electronics,Accessories,11,2024-01-22 00:00:00,12.66,CUST-0084,Belgium
INV-100613,SPORT-001,Yoga Mat,Sports,Fitness,48,2024-10-05 00:00:00,25.02,CUST-0047,Belgium
INV-100614,ELEC-003,USB-C Cable,Electronics,Accessories,50,2024-12-02 00:00:00,12.63,CUST-0097,Spain
INV-100615,CLOTH-003,Winter Jacket,Clothing,Outerwear,36,2023-10-19 00:00:00,124.16,CUST-0078,Portugal
INV-100616,CLOTH-003,Winter Jacket,Clothing,Outerwear,38,2024-01-11 00:00:00,122.18,CUST-0004,Switzerland
INV-100617,ELEC-003,USB-C Cable,Electronics,Accessories,41,2024-07-04 00:00:00,14.21,CUST-0084,Portugal
INV-100618,SPORT-001,Yoga Mat,Sports,Fitness,49,2025-02-09 00:00:00,23.55,CUST-0009,France
INV-100619,HOME-001,Coffee Maker,Home & Garden,Kitchen,3,2024-07-21 00:00:00,62.37,CUST-0043,Spain
INV-100620,ELEC-002,Wireless Mouse,Electronics,Accessories,33,2024-03-12 00:00:00,27.27,CUST-0100,Germany
INV-100621,HOME-001,Coffee Maker,Home & Garden,Kitchen,44,2024-05-03 00:00:00,64.11,CUST-0016,Italy
INV-100622,CLOTH-002,Jeans Classic,Clothing,Bottoms,3,2025-03-17 00:00:00,53.94,CUST-0035,Germany
INV-100623,CLOTH-001,Cotton T-Shirt,Clothing,Tops,10,2024-11-03 00:00:00,21.1,CUST-0088,Belgium
INV-100624,HOME-001,Coffee Maker,Home & Garden,Kitchen,3,2024-12-23 00:00:00,57.34,CUST-0051,Netherlands
INV-100625,CLOTH-002,Jeans Classic,Clothing,Bottoms,20,2023-08-13 00:00:00,46.95,CUST-0024,France
INV-100626,ELEC-004,Bluetooth Speaker,Electronics,Audio,2,2024-05-12 00:00:00,82.5,CUST-0022,Portugal
INV-100627,ELEC-001,"Laptop Pro 15""",Electronics,Computers,42,2023-11-06 00:00:00,820.56,CUST-0010,Italy
INV-100628,HOME-001,Coffee Maker,Home & Garden,Kitchen,8,2025-03-27 00:00:00,64.38,CUST-0062,Portugal
INV-100629,ELEC-002,Wireless Mouse,Electronics,Accessories,34,2025-04-05 00:00:00,31.62,CUST-0023,Portugal
INV-100630,ELEC-001,"Laptop Pro 15""",Electronics,Computers,23,2025-03-27 00:00:00,861.9,CUST-0028,France
INV-100631,SPORT-002,Running Shoes,Sports,Footwear,37,2024-06-29 00:00:00,98.22,CUST-0004,Italy
INV-100632,CLOTH-001,Cotton T-Shirt,Clothing,Tops,35,2024-09-28 00:00:00,19.59,CUST-0027,Italy
INV-100633,CLOTH-003,Winter Jacket,Clothing,Outerwear,49,2025-03-28 00:00:00,130.95,CUST-0061,Germany
INV-100634,CLOTH-003,Winter Jacket,Clothing,Outerwear,2,2023-08-15 00:00:00,125.84,CUST-0087,Italy
INV-100635,CLOTH-001,Cotton T-Shirt,Clothing,Tops,22,2023-11-03 00:00:00,20.78,CUST-0022,UK
INV-100636,ELEC-002,Wireless Mouse,Electronics,Accessories,45,2024-06-12 00:00:00,29.48,CUST-0042,France
INV-100637,ELEC-002,Wireless Mouse,Electronics,Accessories,4,2025-03-20 00:00:00,28.78,CUST-0097,Germany
INV-100638,BOOK-001,Python Programming,Books,Technology,16,2024-03-01 00:00:00,43.97,CUST-0088,Switzerland
INV-100639,CLOTH-002,Jeans Classic,Clothing,Bottoms,37,2024-06-19 00:00:00,46.39,CUST-0021,Portugal
INV-100640,SPORT-002,Running Shoes,Sports,Footwear,24,2023-12-07 00:00:00,97.74,CUST-0070,Netherlands
INV-100641,CLOTH-002,Jeans Classic,Clothing,Bottoms,14,2024-05-15 00:00:00,53.34,CUST-0033,Netherlands
INV-100642,ELEC-002,Wireless Mouse,Electronics,Accessories,42,2025-01-07 00:00:00,29.69,CUST-0067,France
INV-100643,SPORT-001,Yoga Mat,Sports,Fitness,47,2024-11-06 00:00:00,24.87,CUST-0088,Germany
INV-100644,ELEC-001,"Laptop Pro 15""",Electronics,Computers,44,2023-09-05 00:00:00,875.98,CUST-0003,Spain
INV-100645,ELEC-004,Bluetooth Speaker,Electronics,Audio,15,2024-10-28 00:00:00,82.1,CUST-0029,Belgium
INV-100646,SPORT-002,Running Shoes,Sports,Footwear,47,2024-08-05 00:00:00,96.76,CUST-0098,Portugal
INV-100647,HOME-001,Coffee Maker,Home & Garden,Kitchen,38,2025-02-16 00:00:00,65.3,CUST-0023,Austria
INV-100648,CLOTH-001,Cotton T-Shirt,Clothing,Tops,30,2024-01-10 00:00:00,19.49,CUST-0022,UK
INV-100649,CLOTH-003,Winter Jacket,Clothing,Outerwear,14,2024-09-03 00:00:00,131.71,CUST-0078,UK
INV-100650,CLOTH-003,Winter Jacket,Clothing,Outerwear,12,2024-02-23 00:00:00,126.3,CUST-0027,Italy
INV-100651,BOOK-001,Python Programming,Books,Technology,2,2024-12-15 00:00:00,43.0,CUST-0100,Germany
INV-100652,HOME-002,Desk Lamp,Home & Garden,Lighting,40,2024-04-27 00:00:00,37.97,CUST-0047,UK
INV-100653,ELEC-002,Wireless Mouse,Electronics,Accessories,22,2023-11-11 00:00:00,29.76,CUST-0011,Belgium
INV-100654,SPORT-002,Running Shoes,Sports,Footwear,28,2023-12-15 00:00:00,82.49,CUST-0078,France
INV-100655,HOME-002,Desk Lamp,Home & Garden,Lighting,35,2025-04-15 00:00:00,32.55,CUST-0099,France
INV-100656,SPORT-001,Yoga Mat,Sports,Fitness,4,2025-04-14 00:00:00,23.84,CUST-0043,Netherlands
INV-100657,CLOTH-003,Winter Jacket,Clothing,Outerwear,27,2023-08-30 00:00:00,130.55,CUST-0053,Portugal
INV-100658,ELEC-003,USB-C Cable,Electronics,Accessories,22,2024-08-19 00:00:00,13.38,CUST-0087,Spain
INV-100659,ELEC-002,Wireless Mouse,Electronics,Accessories,25,2024-12-27 00:00:00,27.92,CUST-0076,Switzerland
INV-100660,ELEC-002,Wireless Mouse,Electronics,Accessories,8,2025-02-26 00:00:00,31.56,CUST-0057,Netherlands
INV-100661,ELEC-003,USB-C Cable,Electronics,Accessories,29,2024-07-13 00:00:00,13.35,CUST-0053,Spain
INV-100662,SPORT-002,Running Shoes,Sports,Footwear,27,2025-05-29 00:00:00,82.51,CUST-0019,Italy
INV-100663,HOME-001,Coffee Maker,Home & Garden,Kitchen,26,2024-09-22 00:00:00,64.49,CUST-0078,Germany
INV-100664,ELEC-004,Bluetooth Speaker,Electronics,Audio,13,2025-02-25 00:00:00,81.66,CUST-0051,France
INV-100665,BOOK-001,Python Programming,Books,Technology,28,2025-03-08 00:00:00,38.34,CUST-0087,Germany
INV-100666,BOOK-001,Python Programming,Books,Technology,4,2024-03-04 00:00:00,38.67,CUST-0070,France
INV-100667,CLOTH-003,Winter Jacket,Clothing,Outerwear,14,2023-11-07 00:00:00,128.23,CUST-0078,Germany
INV-100668,SPORT-001,Yoga Mat,Sports,Fitness,11,2024-07-19 00:00:00,25.74,CUST-0074,Spain
INV-100669,SPORT-002,Running Shoes,Sports,Footwear,8,2024-02-01 00:00:00,82.63,CUST-0039,Portugal
INV-100670,HOME-001,Coffee Maker,Home & Garden,Kitchen,2,2024-10-09 00:00:00,64.51,CUST-0069,Switzerland
INV-100671,ELEC-004,Bluetooth Speaker,Electronics,Audio,17,2025-04-30 00:00:00,74.28,CUST-0006,France
